UniqueID,TempID,Collector,Apidae,Diptera,Apicystis,Ascosphaera,Aspergillus,CrithidiaSpp,CrithidiaBombi,CrithidiaExpoeki,NosemaCeranae,NosemaBombi,Order,Family,Genus,SubGenus,Species,Determiner,Date,Lat,Long
SF1999,1999,JS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/20/19,38.5923025,-121.985363
SF2000,2000,JS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/20/19,38.5923025,-121.985363
SF2001,2001,JS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/20/19,38.5923025,-121.985363
SF2002,2002,JS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/20/19,38.5923025,-121.985363
SF2003,2003,JS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/20/19,38.5923025,-121.985363
SF2004,2004,JS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/20/19,38.5923025,-121.985363
SF2005,2005,JS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/20/19,38.5923025,-121.985363
SF2006,2006,JS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/20/19,38.5923025,-121.985363
SF2007,2007,JS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/20/19,38.5923025,-121.985363
SF2008,2008,JS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/20/19,38.5923025,-121.985363
SF2009,2009,JS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/20/19,38.5923025,-121.985363
SF2010,2010,JS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/20/19,38.5923025,-121.985363
SF2011,2011,JS,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/20/19,38.5923025,-121.985363
SF2012,2012,JS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/20/19,38.5923025,-121.985363
SF2013,2013,JS,,1,,,,,,,,,Diptera,Syrphidae,Sphaerophoria,,sp,A.Onos,6/20/19,38.5923025,-121.985363
SF2014,2014,HP,,,,,,,,,,,,,,,,,6/20/19,38.5923025,-121.985363
SF2015,2015,HP,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/20/19,38.5923025,-121.985363
SF2016,2016,HP,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/20/19,38.5923025,-121.985363
SF2017,2017,HP,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/20/19,38.5923025,-121.985363
SF2018,2018,HP,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/20/19,38.5923025,-121.985363
SF2019,2019,HP,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/20/19,38.5923025,-121.985363
SF2020,2020,HP,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/20/19,38.5923025,-121.985363
SF2021,2021,HP,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/20/19,38.5923025,-121.985363
SF2022,2022,HP,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/20/19,38.5923025,-121.985363
SF2023,2023,HP,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/20/19,38.5923025,-121.985363
SF2024,2024,HP,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/20/19,38.5923025,-121.985363
SF2025,2025,HP,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/20/19,38.5923025,-121.985363
SF2026,2026,HP,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/20/19,38.5923025,-121.985363
SF2027,2027,HP,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/20/19,38.5923025,-121.985363
SF2028,2028,HP,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/20/19,38.5923025,-121.985363
SF2029,2029,HP,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/20/19,38.5923025,-121.985363
SF2030,2030,HP,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/20/19,38.5923025,-121.985363
SF2031,2031,HP,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/20/19,38.5923025,-121.985363
SF2032,2032,HP,,1,,,,,,,,,Diptera,Syrphidae,Sphaerophoria,,sp,A.Onos,6/20/19,38.5923025,-121.985363
SF2033,2033,HP,1,,1,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/20/19,38.5923025,-121.985363
SF2034,2034,HP,1,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/20/19,38.5923025,-121.985363
SF2035,2035,HP,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/20/19,38.5923025,-121.985363
SF2036,2036,HP,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/20/19,38.5923025,-121.985363
SF2037,2037,HP,1,,1,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/20/19,38.5923025,-121.985363
SF2038,2038,HP,,,,,,,,,,,,,,,,,6/20/19,38.5923025,-121.985363
SF2039,2039,HP,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/20/19,38.5923025,-121.985363
SF2040,2040,HP,,,,,,,,,,,,,,,,,6/20/19,38.5923025,-121.985363
SF2041,2041,HP,,,,,,,,,,,,,,,,,6/20/19,38.5923025,-121.985363
SF2042,2042,HP,,,,,,,,,,,,,,,,,6/20/19,38.5923025,-121.985363
SF2043,2043,HP,,,,,,,,,,,,,,,,,6/20/19,38.5923025,-121.985363
SF2044,2044,HP,,,,,,,,,,,,,,,,,6/20/19,38.5923025,-121.985363
SF2045,2045,HP,,,,,,,,,,,,,,,,,6/20/19,38.5923025,-121.985363
SF2046,2046,HP,,,,,,,,,,,,,,,,,6/20/19,38.5923025,-121.985363
SF2047,2047,HP,,,,,,,,,,,,,,,,,6/20/19,38.5923025,-121.985363
SF2048,2048,HP,,,,,,,,,,,,,,,,,6/20/19,38.5923025,-121.985363
SF2049,2049,HP,,,,,,,,,,,,,,,,,6/20/19,38.5923025,-121.985363
SF2050,2050,HP,,,,,,,,,,,,,,,,,6/20/19,38.5923025,-121.985363
SF2051,2051,HP,,,,,,,,,,,,,,,,,6/20/19,38.5923025,-121.985363
SF2052,2052,HP,,,,,,,,,,,,,,,,,6/20/19,38.5923025,-121.985363
SF2053,2053,HP,,,,,,,,,,,,,,,,,6/20/19,38.5923025,-121.985363
SF2054,2054,HP,,,,,,,,,,,,,,,,,6/20/19,38.5923025,-121.985363
SF2055,2055,HP,,,,,,,,,,,,,,,,,6/20/19,38.5923025,-121.985363
SF2056,2056,HP,,,,,,,,,,,,,,,,,6/20/19,38.5923025,-121.985363
SF2057,2057,HP,,,,,,,,,,,,,,,,,6/20/19,38.5923025,-121.985363
SF2058,2058,HP,,,,,,,,,,,,,,,,,6/20/19,38.5923025,-121.985363
SF2059,2059,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/21/19,38.591119,-121.968234
SF2060,2060,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/21/19,38.591119,-121.968234
SF2061,2061,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/21/19,38.591119,-121.968234
SF2062,2062,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/21/19,38.591119,-121.968234
SF2063,2063,HP,1,,1,,,,,,,1,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/21/19,38.591119,-121.968234
SF2064,2064,HP,1,,1,,,,,,,1,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/21/19,38.591119,-121.968234
SF2065,2065,HP,,,,,,,,,,,,,,,,,6/21/19,38.591119,-121.968234
SF2066,2066,HP,,,,,,,,,,,,,,,,,6/21/19,38.591119,-121.968234
SF2067,2067,HP,,,,,,,,,,,,,,,,,6/21/19,38.591119,-121.968234
SF2068,2068,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/21/19,38.591119,-121.968234
SF2069,2069,HP,,,,,,,,,,,Diptera,Syrphidae,Paragus,,sp,A.Onos,6/21/19,38.591119,-121.968234
SF2070,2070,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/21/19,38.591119,-121.968234
SF2071,2071,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/21/19,38.591119,-121.968234
SF2072,2072,HP,1,,1,,,1,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/21/19,38.591119,-121.968234
SF2073,2073,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/21/19,38.591119,-121.968234
SF2074,2074,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/21/19,38.591119,-121.968234
SF2075,2075,HP,1,,1,1,,,,1,,1,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/21/19,38.591119,-121.968234
SF2076,2076,HP,,,,,,,,,,,,,,,,,6/21/19,38.591119,-121.968234
SF2077,2077,HP,,,,,,,,,,,,,,,,,6/21/19,38.591119,-121.968234
SF2078,2078,ML,1,,1,,,1,,,,,Hymenoptera,Halictidae,Halictus,Seladonia,tripartitus,H.Cohen,6/21/19,38.591119,-121.968234
SF2079,2079,ML,1,,1,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/21/19,38.591119,-121.968234
SF2080,2080,ML,1,,1,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,,tegulariforme,D.Yanega,6/21/19,38.591119,-121.968234
SF2081,2081,ML,1,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,,tegulariforme,D.Yanega,6/21/19,38.591119,-121.968234
SF2082,2082,ML,1,,1,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/21/19,38.591119,-121.968234
SF2083,2083,ML,,,,,,,,,,,,,,,,,6/21/19,38.591119,-121.968234
SF2084,2084,ML,1,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/21/19,38.591119,-121.968234
SF2085,2085,ML,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/21/19,38.591119,-121.968234
SF2086,2086,ML,1,,1,,,,,1,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/21/19,38.591119,-121.968234
SF2087,2087,ML,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/21/19,38.591119,-121.968234
SF2088,2088,ML,1,,,,,,,1,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/21/19,38.591119,-121.968234
SF2089,2089,ML,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/21/19,38.591119,-121.968234
SF2090,2090,ML,1,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/21/19,38.591119,-121.968234
SF2091,2091,ML,1,,1,,,1,,,,,Hymenoptera,Halictidae,Lasioglossum,,tegulariforme,D.Yanega,6/21/19,38.591119,-121.968234
SF2092,2092,ML,,,,,,,,,,,,,,,,,6/21/19,38.591119,-121.968234
SF2093,2093,ML,1,,1,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/21/19,38.591119,-121.968234
SF2094,2094,ML,1,,1,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/21/19,38.591119,-121.968234
SF2095,2095,ML,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/21/19,38.591119,-121.968234
SF2096,2096,ML,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/21/19,38.591119,-121.968234
SF2097,2097,ML,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/21/19,38.591119,-121.968234
SF2098,2098,ML,1,,1,1,,,,1,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/21/19,38.591119,-121.968234
SF2099,2099,ML,1,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/21/19,38.591119,-121.968234
SF2100,2100,ML,1,,1,1,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/21/19,38.591119,-121.968234
SF2101,2101,ML,1,,1,1,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/21/19,38.591119,-121.968234
SF2102,2102,ML,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/21/19,38.591119,-121.968234
SF2103,2103,ML,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/21/19,38.591119,-121.968234
SF2104,2104,ML,1,,1,1,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/21/19,38.591119,-121.968234
SF2105,2105,ML,,,,1,,,1,,,,Hymenoptera,Apidae,Diadasia,,enavata,K.Watrous,6/21/19,38.591119,-121.968234
SF2106,2106,ML,1,,1,,,,,,,,Hymenoptera,Apidae,Diadasia,,enavata,K.Watrous,6/21/19,38.591119,-121.968234
SF2107,2107,ML,1,,1,,,,,,,,Hymenoptera,Apidae,Diadasia,,enavata,K.Watrous,6/21/19,38.591119,-121.968234
SF2108,2108,ML,,,,,,,,,,,Diptera,Syrphidae,Eristalis,,tenax,A.Onos,6/21/19,38.591119,-121.968234
SF2109,2109,ML,,,,,,,,,,,,,,,,,6/21/19,38.591119,-121.968234
SF2110,2110,ML,,,,,,,,,,,Diptera,Syrphidae,Eristalis,,tenax,A.Onos,6/21/19,38.591119,-121.968234
SF2111,2111,ML,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/21/19,38.591119,-121.968234
SF2112,2112,ML,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/21/19,38.591119,-121.968234
SF2113,2113,ML,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/21/19,38.591119,-121.968234
SF2114,2114,ML,,,,,,,,,,,,,,,,,6/21/19,38.591119,-121.968234
SF2115,2115,ML,,,,,,,,,,,,,,,,,6/21/19,38.591119,-121.968234
SF2116,2116,ML,,,,,,,,,,,,,,,,,6/21/19,38.591119,-121.968234
SF2117,2117,ML,,,,,,,,,,,,,,,,,6/21/19,38.591119,-121.968234
SF2118,2118,ML,,,,,,,,,,,,,,,,,6/21/19,38.591119,-121.968234
SF2119,2119,ML,,,,,,,,,,,,,,,,,6/21/19,38.591119,-121.968234
SF2120,2120,ML,,,,,,,,,,,,,,,,,6/21/19,38.591119,-121.968234
SF2121,2121,ML,,,,,,,,,,,,,,,,,6/23/19,38.545401,-121.943613
SF2122,2122,ML,,1,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/23/19,38.545401,-121.943613
SF2123,2123,ML,,,,,,,,,,,Diptera,Syrphidae,Eupeodes,,volucris,A.Onos,6/23/19,38.545401,-121.943613
SF2124,2124,ML,,1,,,,,,,,,Diptera,Syrphidae,Eupeodes,,volucris,A.Onos,6/23/19,38.545401,-121.943613
SF2125,2125,ML,,,,,,,,,,,Diptera,Syrphidae,Eupeodes,,volucris,A.Onos,6/23/19,38.545401,-121.943613
SF2126,2126,ML,,1,,,,,,,,,Diptera,Syrphidae,Eupeodes,,fumipennis,A.Onos,6/23/19,38.545401,-121.943613
SF2127,2127,ML,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/23/19,38.545401,-121.943613
SF2128,2128,ML,,,,,,,,,,,Diptera,Syrphidae,Eupeodes,,volucris,A.Onos,6/23/19,38.545401,-121.943613
SF2129,2129,ML,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/23/19,38.545401,-121.943613
SF2130,2130,ML,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/23/19,38.545401,-121.943613
SF2131,2131,ML,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/23/19,38.545401,-121.943613
SF2132,2132,ML,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/23/19,38.545401,-121.943613
SF2133,2133,ML,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/23/19,38.545401,-121.943613
SF2134,2134,ML,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/23/19,38.545401,-121.943613
SF2135,2135,ML,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/23/19,38.545401,-121.943613
SF2136,2136,ML,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/23/19,38.545401,-121.943613
SF2137,2137,ML,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/23/19,38.545401,-121.943613
SF2138,2138,ML,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/23/19,38.545401,-121.943613
SF2139,2139,ML,,1,,,,,,,,,Diptera,Syrphidae,Helophilus,,latifrons,A.Onos,6/23/19,38.545401,-121.943613
SF2140,2140,ML,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/23/19,38.545401,-121.943613
SF2141,2141,ML,,1,,,,,,,,,Diptera,Syrphidae,Eristalis,,tenax,A.Onos,6/23/19,38.545401,-121.943613
SF2142,2142,ML,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/23/19,38.545401,-121.943613
SF2143,2143,ML,,,,,,,,,,,,,,,,,6/23/19,38.545401,-121.943613
SF2144,2144,ML,,,,,,,,,,,,,,,,,6/23/19,38.545401,-121.943613
SF2145,2145,ML,,,,,,,,,,,,,,,,,6/23/19,38.545401,-121.943613
SF2146,2146,ML,,,,,,,,,,,,,,,,,6/23/19,38.545401,-121.943613
SF2147,2147,GS,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2148,2148,GS,1,,1,1,,,,1,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2149,2149,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2150,2150,GS,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,lupina,K.Watrous,6/23/19,38.545401,-121.943613
SF2151,2151,GS,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2152,2152,GS,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2153,2153,GS,1,,1,1,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/23/19,38.545401,-121.943613
SF2154,2154,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2155,2155,GS,1,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2156,2156,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2157,2157,GS,,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2158,2158,GS,,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,stearnsi,H.Cohen,6/23/19,38.545401,-121.943613
SF2159,2159,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2160,2160,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2161,2161,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2162,2162,GS,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2163,2163,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2164,2164,GS,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2165,2165,GS,1,,,1,,,,,1,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2166,2166,GS,1,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2167,2167,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2168,2168,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2169,2169,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2170,2170,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2171,2171,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2172,2172,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2173,2173,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2174,2174,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2175,2175,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2176,2176,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2177,2177,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2178,2178,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2179,2179,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2180,2180,GS,1,,1,,,1,,,,1,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/23/19,38.545401,-121.943613
SF2181,2181,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/23/19,38.545401,-121.943613
SF2182,2182,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/23/19,38.545401,-121.943613
SF2183,2183,GS,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/23/19,38.545401,-121.943613
SF2184,2184,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2185,2185,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2186,2186,GS,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/23/19,38.545401,-121.943613
SF2187,2187,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2188,2188,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2189,2189,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2190,2190,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2191,2191,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2192,2192,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2193,2193,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2194,2194,GS,,1,,,,,,,,,Diptera,Syrphidae,Eristalis,,tenax,A.Onos,6/23/19,38.545401,-121.943613
SF2195,2195,GS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/23/19,38.545401,-121.943613
SF2196,2196,GS,,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/23/19,38.545401,-121.943613
SF2197,2197,GS,,,,,,,,,,,,,,,,,6/23/19,38.545401,-121.943613
SF2198,2198,JS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2199,2199,JS,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,lupina,K.Watrous,6/23/19,38.545401,-121.943613
SF2200,2200,JS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2201,2201,JS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2202,2202,JS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2203,2203,JS,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,lupina,K.Watrous,6/23/19,38.545401,-121.943613
SF2204,2204,JS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2205,2205,JS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2206,2206,JS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
SF2207,2207,JS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/23/19,38.545401,-121.943613
